Gender,Height,Weight,Eye_lash_length
Male,65.95957778,160.6839166,13.99110152
Male,71.07901758,188.6029191,12.0933765
Male,66.59619654,208.345694,16.46633814
Male,68.95153509,193.4351185,12.38918152
Male,68.24446179,174.1096938,3.222548045
Male,72.31682512,197.3685892,6.92228155
Male,71.81542045,201.6206667,9.064973609
Male,65.23704952,181.0119732,7.663545443
Male,70.64053009,182.122486,9.940361131
Male,64.7319256,177.5492634,13.09533469
Male,67.10355118,164.9745807,4.800262305
Male,65.11748489,165.7171122,12.15408394
Male,71.70123402,193.0941635,7.732485999
Male,66.83287821,180.683887,3.265841882
Male,66.47127526,172.7737229,4.153289679
Male,69.41152622,177.4706162,6.77160935
Male,70.05217747,200.8187373,5.716764069
Male,66.74360465,167.7397753,14.50244321
Male,66.27432912,154.3956248,10.26975475
Male,68.32844799,177.9847286,5.932052723
Male,70.0758882,183.938857,12.98554475
Male,68.73298815,179.2047821,14.20282384
Male,67.55605126,158.5679874,9.727296448
Male,66.25363253,166.5035316,12.80884966
Male,69.18220268,171.9836776,4.811014597
Male,67.60910494,174.3641824,16.0171838
Male,69.29273802,187.7453519,11.01165761
Male,68.19068401,201.4879624,3.112380586
Male,71.6070858,204.9270121,10.97906575
Male,69.19685751,178.6855465,3.015897676
Male,67.26196098,164.0144277,5.42100528
Male,73.6851934,223.2700044,15.11288042
Male,69.53721501,202.9583063,12.07682714
Male,68.31155984,189.3917856,10.40672868
Male,67.73896347,178.1705556,12.02831974
Male,71.7057626,223.2993352,14.80187055
Male,63.6322646,167.0287067,5.452659903
Male,68.72119846,180.468682,16.40820335
Male,66.94934165,164.4391456,7.290756691
Male,62.70698974,149.9696184,10.88042717
Male,72.25840892,192.9102666,3.689341926
Male,70.90865306,201.8839987,4.651354486
Male,67.6098436,179.868026,15.63815372
Male,70.80155896,196.4677247,4.832556131
Male,69.30476905,187.5516495,15.04382247
Male,66.24289834,171.6931597,14.629494
Male,67.49219298,191.6996048,6.786417385
Male,65.80624829,165.8506478,7.230317096
Male,71.44370566,185.6627413,4.158317743
Male,68.46440582,178.2818007,7.07123519
Male,63.9879246,150.9790513,11.80022969
Male,71.00189769,209.9293234,4.460604732
Male,68.13972419,174.1578043,14.71135048
Male,68.39540025,179.8789771,4.928406182
Male,68.09621975,167.7471412,6.315292464
Male,68.14059036,183.0446604,14.07424811
Male,68.86009031,169.5568208,3.736676576
Male,66.14885254,173.4316727,10.3589343
Male,66.20603205,180.8895546,13.10602053
Male,67.43212021,183.5089329,9.549881602
Male,69.47110603,205.9779102,7.077553513
Male,70.51585969,183.7598452,5.275923915
Male,71.33837604,201.9544955,5.175887787
Male,71.00194477,216.1200947,15.41545514
Male,66.20234771,159.3903237,10.07736827
Male,72.54330705,210.3364247,13.98868164
Male,67.47935176,178.6183502,11.19641173
Male,65.35041056,146.7397976,7.250217179
Male,70.84406242,195.937015,4.178438335
Male,69.93847526,170.1758538,11.94690464
Male,64.73981548,169.6540541,7.738200245
Male,69.30840288,198.3786936,14.6903231
Male,68.83846286,179.9077169,15.34931234
Male,61.93732327,147.2636865,14.16136404
Male,68.59333554,176.9842511,5.555098254
Male,65.21857558,185.4677884,7.028143058
Male,64.33364811,177.4938023,15.71977231
Male,68.7489067,169.8274774,16.24369197
Male,72.4896554,198.5816982,8.39558951
Male,67.23393092,203.3503393,9.142476902
Male,67.26360484,193.2176727,12.36118422
Male,65.11850428,178.1349452,8.795271606
Male,66.26282004,162.7795834,11.14475216
Male,67.70167966,159.2865106,16.41673473
Male,65.53069597,172.114312,8.585893619
Male,69.86896981,201.8370426,16.44316783
Male,68.48187536,170.3523296,15.34880916
Male,72.21396335,205.3897607,10.17880936
Male,68.17953269,169.7877681,11.33956632
Male,71.98120654,200.4373105,9.685873428
Male,66.06513673,178.588954,10.83782294
Male,66.65616417,168.0140297,14.03668793
Male,67.5994242,177.7664258,13.64100533
Male,68.24594409,193.277624,8.909125419
Male,64.80862144,162.3795406,3.788225526
Male,67.49221827,183.3838244,16.15874933
Male,68.18073071,181.0560953,5.754796833
Male,69.5533849,210.871799,5.174776473
Male,66.40224967,165.5684991,6.813104533
Male,66.59215711,196.1484498,9.13290559
Male,71.93588658,202.0464252,16.55544638
Male,68.28704173,170.4136025,5.06589221
Male,69.9554512,201.9480853,5.867268245
Male,71.85112915,193.3869846,13.49409435
Male,65.75549864,179.8556896,5.608191155
Male,67.03185208,156.489935,15.15048879
Male,76.70983486,235.0354188,10.26774522
Male,72.57112137,230.560535,12.3855516
Male,69.7288049,203.895655,16.02231578
Male,72.799224,218.2163966,14.94552186
Male,72.53935407,222.6671779,14.34050901
Male,72.29474338,208.4748659,13.05570211
Male,67.25332482,180.77978,15.52248795
Male,75.94446038,231.9247485,14.06337583
Male,66.31623192,170.5938581,11.99387953
Male,71.15605349,188.2714563,13.17346317
Male,71.19220229,196.0615292,13.28223393
Male,72.19751201,214.6035842,15.59177338
Male,75.14082143,224.1242713,3.89630224
Male,64.41152936,158.5793973,4.155155043
Male,64.73442436,166.5011147,6.908186769
Male,63.41458714,160.1406156,5.601583926
Male,67.84866523,176.1726343,3.416091061
Male,65.93178483,174.4852947,8.531265256
Male,70.96655044,193.9064988,4.828515775
Male,67.58074728,186.9916067,8.405368513
Male,68.58927044,173.5957961,12.74419993
Male,70.32475344,193.3465603,3.038028971
Male,72.39448041,208.436509,5.129733514
Male,70.82085671,206.0329778,9.809738246
Male,65.90330126,172.575231,13.05343775
Male,74.79537502,232.6354028,15.06451789
Male,67.68091903,177.2401455,8.77820275
Male,67.15596277,175.6466902,4.01996177
Male,71.77484122,212.6261023,15.13643266
Male,64.66523194,166.969204,15.41154817
Male,68.12276836,196.4144153,12.82756668
Male,66.78692724,165.4312422,5.83142107
Male,66.80584984,176.5658186,6.878662434
Male,67.8860138,174.6520347,10.82050407
Male,69.17357692,195.2375293,13.80443664
Male,70.22492333,205.6844384,11.58205553
Male,64.85579918,158.3414424,9.923903762
Male,67.82109327,169.0810083,14.92378882
Male,63.44024747,135.6558759,3.472672531
Male,71.84843485,218.1574695,5.878299784
Male,66.72807365,155.8995413,10.78188058
Male,71.96830565,201.5281774,8.500091991
Male,76.02134748,235.9260606,10.92779308
Male,71.47610128,195.3926176,3.203437977
Male,67.36980864,176.6361636,5.287248934
Male,70.55524376,198.4602486,16.93422644
Male,69.86710128,185.71691,13.22863213
Male,67.94757004,177.3477798,4.771813076
Male,74.10455886,215.7597035,4.899356982
Male,69.1678363,187.0224203,9.949813253
Male,66.55722857,171.5878843,6.287454276
Male,66.70160499,172.8398091,3.947544895
Male,67.24606495,168.2802869,13.05784808
Male,69.05138548,163.8204889,7.475792307
Male,70.67274718,190.0234342,3.376375077
Male,65.49899512,156.8699517,5.722209911
Male,65.18722085,172.6064826,7.649619159
Male,67.56814301,169.063983,3.48826991
Male,73.81538569,231.3745081,15.70532152
Male,71.60656421,207.2504768,12.00931863
Male,67.72474924,172.1527722,4.97156113
Male,68.23113195,199.827758,3.044168584
Male,65.92942171,168.0904122,6.835982897
Male,71.54849571,197.8196148,12.07148326
Male,69.16438112,196.892315,8.627623871
Male,68.59765932,180.2217801,6.864774098
Male,71.05751089,189.1340124,5.847125961
Male,63.64405958,158.4227173,10.10750101
Male,71.1824554,208.9226827,7.162147423
Male,66.12867317,187.1411195,9.562236629
Male,65.05737312,157.5824315,8.294700281
Male,68.09137436,181.644445,9.710797173
Male,70.9931439,204.7466782,12.56944361
Male,74.22117488,231.1301898,11.66165345
Male,69.32711818,186.2584296,14.71570824
Male,64.93134219,181.0938696,6.204008004
Male,68.34684231,198.9209797,8.920579467
Male,70.92912508,203.3704632,16.83801167
Male,61.4778092,161.0287521,16.00749999
Male,68.49081272,189.8066818,10.97979939
Male,72.04988987,200.2028285,3.941069202
Male,72.52166703,221.8626503,16.09111304
Male,71.23391139,214.0601482,10.31557046
Male,72.25911519,201.7014216,15.46221676
Male,67.5650399,187.1870936,8.589374811
Male,72.26760699,196.5274669,16.26996076
Male,62.600248,151.7207037,4.541823987
Male,66.23643729,167.2975303,11.96169654
Male,69.65043741,198.843696,3.024914615
Male,69.28592141,178.789548,16.57743646
Male,70.72527874,193.5392521,9.867859841
Male,68.82861496,197.737905,15.02626515
Male,66.01442823,184.4618115,12.88998097
Male,66.41488206,155.1947717,7.058666491
Male,66.61562439,160.9919899,9.607592622
Male,68.03482178,189.0844617,14.66982872
Male,70.50239804,172.9857771,10.47642775
Male,69.15772949,195.8952569,8.220441275
Male,70.79502261,215.7464553,13.30198531
Male,65.19437712,166.7073731,13.85658785
Male,74.78571432,239.4643429,12.50050207
Male,71.06690628,184.2792458,3.287198575
Male,69.33419779,199.9838909,8.014227391
Male,69.89920395,191.4122311,9.109292148
Male,64.42519379,169.1094014,8.000075123
Male,67.8521307,194.7445225,10.15231753
Male,67.54906949,183.2665331,13.43144394
Male,74.76744684,210.3699087,7.850037801
Male,71.41894599,198.0424839,5.770536638
Male,67.12034439,172.6640904,8.577705216
Male,69.85958791,197.0708562,14.8607802
Male,68.43081339,190.50581,12.17706568
Male,67.93348261,184.5554831,10.05434521
Male,68.49534316,179.9298166,11.58930548
Male,65.24414341,159.5032198,3.009956818
Male,70.18535205,197.8845071,10.15522751
Male,71.10413316,217.2696052,11.6386261
Male,68.44757854,187.907426,14.28990627
Male,65.42057682,176.8616842,14.05655412
Male,67.70078811,185.1482021,12.34203028
Male,74.22306306,223.3080403,8.617837013
Male,71.16724587,206.9429818,7.527633622
Male,67.23077189,171.0169406,11.69229118
Male,67.88055919,175.222848,9.208653883
Male,67.37637547,173.3103956,14.26328589
Male,68.76124693,181.1259735,10.49735632
Male,71.7052725,202.6090083,7.642690182
Male,69.38099479,199.85092,14.92007715
Male,73.71652763,223.5147223,11.59277565
Male,69.45337621,219.2617067,7.973920571
Male,70.78628981,211.2160809,8.723004082
Male,71.76846374,200.798983,15.2374914
Male,69.34345396,208.8097753,9.915140162
Male,65.28602551,161.4200817,9.365830397
Male,70.92184441,207.8359446,7.940065164
Male,68.59666269,180.8312378,8.752777033
Male,68.60379643,176.8154762,7.706187684
Male,69.47874412,194.6037685,5.410716551
Male,65.93089621,163.0084317,12.27025004
Male,68.5233453,173.2706572,12.77932778
Male,73.92912413,215.6200354,15.49983864
Male,71.19793782,210.134529,11.22020882
Male,66.55658687,185.0423241,8.286045379
Male,71.74227623,187.9653554,14.34455302
Male,69.74482933,188.1811248,11.90301555
Male,66.75065413,179.5420171,3.640012067
Male,69.69242226,211.718429,3.933728858
Male,70.40351683,197.6921421,9.873942751
Male,69.01973611,186.287992,16.69096691
Male,64.73228716,166.1060724,3.391131239
Male,70.99807444,188.81177,11.23053026
Male,64.45981425,161.3787732,15.93759477
Male,69.74952258,193.4762588,15.96067156
Male,71.52684881,189.2822461,16.20013343
Male,68.32791586,207.7849246,15.40958081
Male,70.76472016,199.3230943,15.34419701
Male,71.41904963,209.8582566,12.02638862
Male,69.39047409,180.1754728,10.30625374
Male,72.00173222,196.2144145,15.45932429
Male,69.19147497,189.4388404,8.09014034
Male,66.16636328,165.5146074,14.18042714
Male,67.272143,182.3943347,7.133964419
Male,70.9158354,189.5576375,16.91213543
Male,69.11988779,189.6259141,6.871416199
Male,67.40902587,170.1913254,14.98250935
Male,72.93864904,216.0974547,3.773755734
Male,70.4909287,177.0677744,11.53190837
Male,69.00825946,196.0511888,3.911184046
Male,66.76210992,167.7004962,6.018385482
Male,69.12066373,179.6078701,3.046251513
Male,73.12626719,220.6614051,4.456254334
Male,67.4868239,164.2952413,3.287284601
Male,64.95507833,156.5447863,6.562228367
Male,67.78248907,183.681029,15.5721248
Male,67.6623988,170.3054935,12.24180156
Male,66.47639701,168.6272639,12.37734868
Male,72.9870702,209.6379745,10.17050204
Male,69.56323228,195.346027,16.56055035
Male,71.00356014,194.3226014,8.304649422
Male,69.91563736,219.3679167,4.580075846
Male,71.69714179,205.1617483,4.182614614
Male,67.64994086,178.8826337,9.827294448
Male,68.29555456,181.7249315,3.668773914
Male,68.68725567,203.5603338,12.95773957
Male,68.91577165,165.1558987,10.19884254
Male,68.96087967,197.9314296,6.833309271
Male,67.2472352,173.284033,15.49481141
Male,68.91586364,183.9477889,6.855132743
Male,65.8385445,139.5340469,11.26717556
Male,64.67107555,160.1885313,8.189303927
Male,66.29589772,163.6040022,14.49843128
Male,67.09758575,193.9551074,15.20028622
Male,66.99828973,189.8933425,16.87300158
Male,70.9619709,184.223932,11.86327211
Male,68.4208722,190.7955422,14.91833487
Male,67.65252759,188.2006794,15.85399866
Male,75.62019316,226.2077799,16.29821368
Male,70.54924202,197.8793731,13.33036504
Male,68.89083891,190.5134869,12.37330584
Male,68.28453192,176.2465834,14.23393139
Male,64.99507826,177.7270945,12.89331396
Male,65.57577154,173.6915922,7.439480149
Male,69.30608824,210.4636875,7.063957361
Male,65.70471542,170.1005633,6.759482165
Male,67.80399101,173.4598918,11.63559424
Male,69.21614731,184.9366903,4.65636786
Male,68.01500601,194.2869459,15.98510703
Male,61.92694894,149.1496848,4.5708211
Male,67.26636272,192.4707696,14.81373111
Male,67.67682185,179.750808,5.060537363
Male,69.97090362,202.863293,13.62744578
Male,65.31346154,163.3573315,7.040355785
Male,71.90600544,217.0277146,14.96731433
Male,66.23390404,183.1612325,12.17379382
Male,65.81494282,166.5836105,7.473080893
Male,72.84494786,205.2508892,9.77463257
Male,70.94944345,189.7030888,10.15690521
Male,71.34380763,218.5863364,11.79604881
Male,71.05566416,203.139433,5.730066828
Male,61.92554729,139.9050703,14.90951316
Male,68.76245756,196.2938059,16.89753127
Male,67.58394143,179.9370112,8.233457374
Male,67.36169467,164.1459224,14.37533593
Male,65.87915656,168.1748644,8.870759853
Male,68.69476215,189.7425419,6.419666961
Male,69.53486155,195.1703915,10.89851227
Male,66.63469083,190.4679588,13.52040654
Male,69.80990157,204.4265983,13.78072879
Male,68.67987369,196.1516228,3.881812639
Male,71.61517875,209.6707739,13.72310729
Male,69.68979533,190.9334005,16.19390962
Male,70.90108637,197.9448324,16.52779235
Male,68.00581399,186.7803378,16.01870048
Male,70.61574398,188.6638321,8.956713099
Male,71.57119416,176.3766428,12.79940989
Male,73.01286326,209.3294834,5.35288262
Male,60.74811787,136.1678657,13.72303319
Male,69.08211963,190.9351825,9.483972945
Male,69.33873763,191.4456543,4.150537668
Male,67.75713771,184.9382299,13.53639807
Male,76.02708186,232.313471,3.064794447
Male,72.22761616,201.778854,15.34501051
Male,68.92104135,188.3288071,6.74410283
Male,65.33492768,174.6556973,4.930656568
Male,65.93240345,183.9433388,9.433604597
Male,70.46668931,187.517442,11.82455028
Male,73.18104362,213.8474529,9.358227184
Male,68.55087969,175.2195188,15.81311643
Male,68.52940825,169.5448054,6.451291697
Male,63.59645542,144.5919224,4.125576633
Male,67.14424123,175.6791902,12.21974298
Male,70.81637062,197.1984016,10.53319214
Male,73.53028481,222.9259167,13.30513271
Male,66.14106892,165.4045453,3.883791646
Male,67.90684975,170.4172312,5.551051889
Male,71.43337582,216.6339997,9.438037883
Male,67.1126798,173.7075042,4.815860693
Male,73.28391797,217.8960397,12.71121614
Male,63.67258315,161.0131458,4.809199868
Male,69.2253203,193.7563258,5.60446814
Male,69.67012402,177.1191607,11.49607844
Male,70.48544817,204.8274497,4.314441357
Male,69.00467787,176.7318925,5.748856549
Male,68.45789401,192.7618857,15.32343022
Male,66.02473378,166.9610205,16.82732704
Male,69.31816913,186.7379955,12.48813484
Male,69.07774056,188.5061787,5.039065041
Male,73.56227037,208.3614918,14.23749137
Male,66.08768889,161.4958143,7.737991047
Male,73.52598433,214.9664592,6.450234333
Male,69.67906022,205.1334355,14.96418563
Male,66.67678112,183.1973068,14.37604417
Male,72.96166547,208.8950443,8.133457237
Male,68.24687214,207.9255765,12.713649
Male,71.95662589,210.6638278,15.22622204
Male,71.05863335,204.2728377,5.453452448
Male,66.97694995,195.1987301,8.137447492
Male,68.47800208,190.6860225,10.2847826
Male,71.28444139,199.6353266,15.00451015
Male,64.98045629,166.8215473,10.63735866
Male,66.76188387,178.797509,15.23526099
Male,68.76616172,185.7721575,5.386779761
Male,68.99254357,193.7549909,12.56032693
Male,71.2951946,228.8005161,3.063884108
Male,69.0494784,192.3497017,9.747298096
Male,66.54148202,175.9834911,14.29783885
Male,68.51552345,176.1412392,4.536398129
Male,67.45971531,177.4825249,16.55656024
Male,71.35738241,201.7607769,13.08963665
Male,68.59040604,176.8430799,5.924138177
Male,69.73608671,185.5242604,16.70625536
Male,69.83385707,188.041029,15.74786643
Male,72.41058576,189.3844383,9.897881679
Male,65.43459687,166.096744,15.82942646
Male,66.26765677,170.2501787,13.88990161
Male,69.97430087,212.804259,11.66599248
Male,71.20919422,196.1455062,8.624048827
Male,69.93740019,202.2790697,13.57446835
Male,71.38602219,201.3320069,8.212401034
Male,64.58878167,158.4540944,4.866959496
Male,68.79298442,174.4894863,15.39090434
Male,68.44574673,183.7833827,10.5825275
Male,69.20157812,188.1035061,9.361218254
Male,69.42601731,176.1934298,6.136253914
Male,69.6062252,194.2007119,12.78855996
Male,72.88170697,194.1995089,9.62830595
Male,62.17833122,145.8988424,5.381947397
Male,68.87470662,191.8337092,7.757040492
Male,71.08008356,209.8535536,11.34990564
Male,72.18253412,201.2614644,7.583951544
Male,72.06275498,208.7818534,11.73825617
Male,67.38005789,182.6734054,5.686331154
Male,67.93463453,166.4350688,10.95062256
Male,70.80193026,193.3935426,13.26742417
Male,65.54912127,178.4481797,13.64859265
Male,70.19122448,205.9417907,12.39336204
Male,71.77899537,199.2098424,4.076644982
Male,68.13028842,192.0295666,16.66899326
Male,68.35948256,175.2608644,10.37941208
Male,66.09035701,170.0064451,8.277041766
Male,71.58012314,205.3475962,8.277445908
Male,73.53666772,196.0432951,4.534692814
Male,71.11553184,208.1452566,7.740828707
Male,70.79430255,202.8907578,9.523513881
Male,71.72906048,188.595024,11.5631775
Male,63.19653037,162.4297274,12.13213742
Male,68.10111341,182.8523991,7.520206932
Male,65.85609973,157.3174614,9.024726742
Male,68.3464565,178.6759921,5.732254862
Male,69.56022893,187.2174859,5.387621203
Male,68.72830407,171.6209666,15.42602231
Male,70.15827765,200.5341783,5.160862738
Male,68.92333665,193.9273604,13.92185242
Male,64.3001742,155.489729,7.389316268
Male,70.45563306,192.527905,3.084254484
Male,68.62406319,159.8624674,13.37327081
Male,69.66475174,176.2592744,5.090972871
Male,69.05888454,171.7089263,15.8400642
Male,67.22698623,181.7096189,4.550155087
Male,66.11579969,171.3866592,15.92669572
Male,68.61738735,179.1320246,11.5664352
Male,69.24901281,187.4693714,14.4966817
Male,69.64190618,182.0045223,5.141573591
Male,72.79702836,214.4740355,11.70311797
Male,75.04399507,208.526427,10.90280154
Male,70.97268413,190.2219929,8.993044402
Male,74.38801243,217.1437905,7.498508416
Male,64.36216387,156.0738985,12.93286139
Male,71.32700107,206.3851911,16.09962381
Male,67.17202444,178.1527814,16.92892919
Male,74.40167189,228.8383958,7.300721316
Male,63.86792096,174.4733629,3.186224845
Male,68.88599177,164.2149026,9.063954342
Male,72.13199022,212.1572757,14.70267646
Male,68.40372617,206.0149398,10.72270582
Male,65.09265639,167.433533,13.71666878
Male,69.22967912,195.2186397,10.22735667
Male,71.94778826,209.1754891,9.144318182
Male,67.46299066,182.3012856,9.604479785
Male,69.31290864,190.1851469,9.057952256
Male,63.73104817,160.3449039,13.46328288
Male,60.6798174,129.3010238,6.248802181
Male,70.66332308,195.6263191,6.986950112
Male,67.59403113,186.7514169,16.61783831
Male,74.64950788,227.5006451,11.86565808
Male,70.46707885,197.187532,14.28175545
Male,71.94401052,209.5562827,3.767734017
Male,74.02575081,209.7592721,12.14667558
Male,70.78222816,220.4367864,4.599618995
Male,64.72725696,169.207937,3.218094949
Male,68.38302408,185.8456168,8.968619285
Male,71.4692208,192.6914931,3.018432992
Male,66.94445374,177.0260878,14.04725996
Male,70.796979,199.9473831,6.438470831
Male,65.29243478,168.7102903,3.10580497
Male,61.75400983,123.528143,3.445295305
Male,62.48067131,160.2422382,10.74281939
Male,67.80567987,197.082611,8.385535804
Male,69.52599428,161.9709376,11.36173717
Male,72.50075663,201.6550559,5.717764865
Male,70.48529474,194.7861983,14.46761185
Male,66.68973599,162.5654067,11.10384818
Male,71.29191758,175.8109677,3.283363414
Male,71.7967672,209.3793102,9.594470842
Male,73.05634425,204.4603316,13.93735477
Male,68.85335437,210.8690842,16.80785319
Male,66.04544386,169.3262842,4.460267932
Male,73.98590142,223.326105,13.08184925
Male,69.25161788,192.9468911,11.06586557
Male,69.34065722,172.9048014,7.591577638
Male,70.97626497,191.5721536,12.00214689
Male,63.56127763,157.1195445,3.168532076
Male,69.77015095,182.7954943,16.14869613
Male,65.18847756,151.8869422,9.331422266
Male,69.97894082,193.3410828,3.981763186
Male,69.75059715,185.4279701,6.475508344
Male,71.17143115,195.3823108,9.964255901
Male,70.57200178,174.1968873,8.984348602
Male,65.65108952,164.6498139,16.44255145
Male,67.13841414,163.8450013,11.36084931
Male,65.91808694,174.7199581,3.731050754
Male,73.78663644,212.900556,16.53307056
Male,67.73725134,172.7942606,12.617111
Male,65.54407625,171.9803313,16.31983113
Male,71.21391257,195.9234165,3.651188447
Male,65.59235403,174.8153485,3.202838714
Male,65.66755448,174.5668558,5.774939995
Male,61.97273588,140.2777497,7.060675852
Male,73.89993869,215.5597033,6.739356342
Male,72.34218364,215.8582339,13.9054746
Male,70.31169434,184.2438603,5.985816702
Male,67.11556435,168.2021671,11.8381787
Male,65.93248176,151.3846182,6.794551484
Male,67.22774502,185.9701609,6.181266547
Male,70.11434363,203.2417318,6.766690366
Male,74.84149972,223.9456703,12.29835153
Male,64.52730263,148.4721859,3.209185162
Male,70.05125469,207.1946473,15.41801668
Male,71.83316878,205.1930618,13.87300792
Male,72.83673969,209.4224843,8.040542335
Male,73.30186575,199.1669287,14.46632696
Male,66.39319245,165.0646095,16.86572903
Male,66.51516196,180.7605348,13.37529474
Male,69.27281261,202.2987602,8.513167675
Male,68.23195393,195.2619903,15.49520375
Male,70.41386903,184.2326617,3.479530273
Male,69.72688521,188.4537597,14.30478927
Male,65.51073389,157.2050253,11.30089425
Male,69.13726936,196.5523243,10.98291978
Male,73.6661888,208.3661793,11.88111223
Male,65.89275253,158.1849857,13.48623491
Male,68.35442896,184.598428,8.062853969
Male,70.42473053,197.9075211,9.089389707
Male,72.08020115,202.8672367,7.054212037
Male,71.71112479,199.080779,7.676886476
Male,65.72916187,156.2239585,10.68306059
Male,63.8983382,168.299538,9.071555514
Male,70.31600971,201.5106881,13.51642447
Male,65.78872979,174.5848799,10.47831119
Male,69.82746419,196.930792,15.99225026
Male,68.33115009,197.7567703,8.381976333
Male,67.74158927,165.6432833,6.363438513
Male,75.03388944,232.8861171,10.81730167
Male,73.40405852,192.7324047,13.42114677
Male,69.55476188,192.1816687,6.81688281
Male,64.53903978,157.1292772,14.38608816
Male,67.54676147,163.4952026,3.519831091
Male,73.09647798,205.157578,15.48448717
Male,66.55398107,171.4285919,5.550610597
Male,73.99160419,208.9645836,8.093415944
Male,70.86268806,209.759114,13.34342418
Male,71.5687337,206.2604578,14.34826955
Male,65.83839113,177.2116966,3.671085791
Male,70.27553366,211.7162538,7.693203618
Male,61.773522,149.5148392,8.311860753
Male,74.82494531,220.3363669,12.10666043
Male,71.60514585,192.4279136,14.24159611
Male,67.26010358,163.3865127,16.88990638
Male,70.92419443,199.7783726,6.213240832
Male,75.05966865,218.583688,6.762116296
Male,73.10087624,223.2064516,14.70189206
Male,70.66199203,217.9518826,12.49143749
Male,67.14466735,171.2077789,4.80462484
Male,67.12315343,147.5379562,16.0675003
Male,69.52494396,170.0371863,7.007183348
Male,65.22469166,160.8360745,8.576299318
Male,68.41046282,185.1277355,7.740346091
Male,68.7634637,177.0833882,9.313286188
Male,67.93686881,188.8840968,6.491683815
Male,69.23782869,159.2448862,11.36941551
Male,68.46572392,188.079276,14.48830761
Male,65.6942936,150.9606196,4.985909683
Male,69.43099805,172.3258812,5.948770273
Male,66.13539142,166.3638187,16.70539205
Male,70.87704813,186.3398244,16.04262248
Male,65.973065,187.6583791,3.714284466
Male,64.93911542,163.8801985,4.74696719
Male,68.36860332,196.9495064,10.93788191
